name,email,ssn,phone,address,transaction_amount,product,date,product_category,payment_method,store_location,customer_feedback,delivery_time_days,product_rating,quantity,brand
Cynthia Elliott,harristyler@example.com,534-72-5110,001-697-471-1339,"1436 Rebecca Lodge, Rojasbury, SD 41665",2524.73,difference,2014-12-11,Furniture,Credit Card,"Johnport, New Jersey",Poor quality,9,2.9,2,Ikea
Justin Glenn,oroberts@example.com,760-05-4293,(812)410-0550x1049,"22208 Wagner Branch Apt. 755, Port Sarahberg, VI 91714",2490.51,painting,2006-06-28,Clothing,UPI,"South Michealshire, Oregon",Great service!,1,1.9,5,LG
Cameron Estes,ojohnston@example.com,016-17-1164,+1-950-683-1714,"96118 Harris Plaza Suite 535, Sarahside, SC 84838",8172.41,car,2009-10-08,Clothing,Debit Card,"East Christopher, Vermont",Will buy again,6,1.6,5,Apple
Wanda Small,dunnamanda@example.net,447-97-9386,(453)605-1034x97012,"412 Anderson Passage Suite 509, New Amber, VI 89660",4562.39,safe,1985-04-15,Furniture,Credit Card,"West Charleston, Arizona",Fast shipping,4,3.5,2,Samsung
Monica Anderson,davidyu@example.net,254-36-3714,001-492-924-8657,"3255 Carter Branch Apt. 375, East Clarenceshire, MO 94736",3153.22,here,2017-06-23,Books,Debit Card,"South Christopherport, New Hampshire",Not satisfied,3,2.4,3,Nike
Juan Jones,dlogan@example.org,144-68-8748,(596)296-1386,"PSC 9222, Box 9312, APO AE 22533",9982.4,hope,1989-02-12,Toys,PayPal,"Jenniferfort, New Hampshire",Great service!,2,1.4,5,Adidas
Melissa Weiss,michaelwallace@example.org,398-15-9175,641.750.9093,"52289 Brown Ridge, Ramseyside, IL 49170",3672.29,there,1996-11-15,Clothing,UPI,"North Shannonfurt, Texas",Not satisfied,10,2.7,4,Sony
Roy Blankenship,reedmatthew@example.net,569-24-9297,001-920-639-5474x009,"6338 Misty Mews, Christopherstad, LA 55251",7341.0,game,1998-05-07,Furniture,Net Banking,"West Lindsey, Colorado",Great service!,9,3.2,4,Adidas
Sara Vega,phillipsjennifer@example.com,866-59-9181,001-897-870-3457x5356,"708 John Keys Suite 763, New Karinafurt, IL 71150",7668.28,enough,2013-02-18,Furniture,Cash,"Longtown, Hawaii",Poor quality,3,1.1,5,LG
Tara Santos,gregory90@example.org,444-41-7717,001-335-380-0047x525,"1671 Jackson Plaza, Buchananchester, TX 98833",6349.75,low,1988-05-09,Books,Net Banking,"East Matthewmouth, Nebraska",Great service!,5,1.6,1,Ikea
Karen Williams,hopkinsgregory@example.org,293-91-6427,4634985241,"8969 Joseph Centers Apt. 015, South David, WA 75001",1612.84,significant,1970-02-09,Clothing,Debit Card,"New Marcus, Montana",Okay,9,4.0,1,Samsung
William Yang,terri71@example.net,516-14-9328,(420)915-6625x4988,"952 Dawn Skyway, East Rachel, IA 75278",616.41,in,2022-04-28,Toys,UPI,"South Josephbury, Michigan",Fast shipping,3,4.7,5,Apple
Michelle Zimmerman,ronaldpierce@example.com,602-83-0450,454-234-0178x1732,"37884 Gallagher Island Suite 221, Port Jennifer, PA 78502",8631.13,along,2002-02-11,Home,Credit Card,"Longland, Rhode Island",Great service!,7,1.9,3,Sony
Jennifer Carlson,scott65@example.net,178-25-5681,(473)554-9041x58482,"30712 Shaw Spur, New Ronald, WV 57255",6055.87,method,2016-01-23,Home,Credit Card,"East Cynthia, Louisiana",Will buy again,3,1.3,1,Sony
Philip Bruce,rgraham@example.org,181-57-0437,(682)249-4026x1670,"86048 Alexandra Points Apt. 160, Lewisbury, ME 89343",4984.79,blue,1998-09-26,Clothing,Net Banking,"Mcneilmouth, Washington",Okay,4,3.2,1,Nike
Evan Hicks,hgordon@example.org,322-80-3004,+1-277-234-6470x6130,"USS Clark, FPO AA 13441",2772.52,region,1977-01-12,Furniture,UPI,"New Aaron, New Jersey",Okay,4,2.2,1,LG
Michelle Willis,dylan12@example.net,795-79-4525,+1-561-273-1392x8678,"793 Willie Drive, Colleenborough, AZ 89903",5861.54,mention,1981-09-23,Home,Credit Card,"Lake Dawn, Tennessee",Poor quality,3,2.0,5,Apple
Karen Ward,marthamyers@example.com,006-59-6524,001-521-652-1228,"2799 James Parkway Suite 583, Jeremiahborough, KS 93985",7864.4,person,1977-09-03,Toys,Cash,"Port Michelleburgh, Nevada",Fast shipping,5,3.4,1,Adidas
Sherry Rice,peterswilliam@example.org,638-53-2358,(653)241-6306x5587,"74272 Owens Squares Apt. 733, Port Leemouth, MS 52639",7282.84,believe,1970-10-12,Home,UPI,"Robertberg, Montana",Great service!,10,3.3,1,Ikea
Karen Cohen,molly78@example.org,274-39-5968,(428)332-2776,"140 Robert Glen, Harrisontown, ME 73154",5345.73,role,2025-02-25,Toys,UPI,"Debbieport, South Dakota",Will buy again,1,3.2,5,Sony
Richard Martin III,caitlin65@example.com,613-85-7726,864-567-4935,"6119 Pennington Pines Suite 329, West Tina, IL 11944",122.87,student,2005-11-12,Furniture,Net Banking,"North Steve, Kentucky",Poor quality,2,2.6,3,Apple
Rhonda Thompson,lwalton@example.net,184-61-5588,(656)233-8735x2194,"0452 Dana Squares, Jenningsstad, ME 11713",8053.67,interesting,2002-10-16,Grocery,UPI,"Jonville, Maine",Will buy again,5,3.8,5,Ikea
Jill Hunter,rkirk@example.org,288-58-0298,(935)411-9826,"899 Haley Center, Lake Tonyabury, VA 33715",7225.14,letter,1973-03-27,Grocery,Credit Card,"East Lee, Alaska",Okay,4,4.8,4,LG
Deanna Peterson,duranelizabeth@example.net,315-67-7413,724.826.7552x628,"7611 Tiffany Mill Apt. 367, West David, UT 96802",2625.9,lot,2008-11-29,Toys,UPI,"Walkerview, Missouri",Great service!,2,1.1,3,Nike
Shawn Cox,adam89@example.org,736-95-0003,8473953197,"7877 Catherine Meadows, Lake Kristiport, FM 65255",9678.42,final,2005-09-23,Toys,Credit Card,"Johnside, New Mexico",Not satisfied,5,5.0,2,LG
Andrea Simmons,johnsonleslie@example.net,136-44-3722,251.716.2129,"160 Gordon Via, New Kimberly, AR 37203",1526.49,experience,1994-02-06,Clothing,Cash,"Lake Amandaburgh, Georgia",Okay,4,1.2,1,Sony
Renee Mills,amanda68@example.net,304-81-7791,(717)597-1750,"5185 Warren Ranch Suite 406, Farmerview, SC 80203",5864.53,finally,1999-07-18,Furniture,PayPal,"Kevinhaven, Washington",Okay,4,1.3,3,Adidas
Ashley Cox,melodyhughes@example.com,872-75-8117,736-397-6602,"25719 Boyd Center Suite 374, West Heidi, OH 31552",8416.5,nothing,2006-06-06,Electronics,UPI,"Ortizside, Alaska",Okay,1,4.6,1,LG
Gregory Mendoza,victoria67@example.net,639-68-5310,484-327-0171,"193 Tyler Ports Apt. 147, Powellmouth, NV 73737",5355.35,pressure,2009-04-03,Home,Net Banking,"Barbaramouth, Connecticut",Great service!,8,1.0,1,Nike
James Key,booneglen@example.com,059-48-8208,914.714.6576x13748,"Unit 7384 Box 5256, DPO AA 35971",8565.42,a,1971-06-26,Home,Cash,"North Ryan, Louisiana",Great service!,3,4.7,3,LG
Anthony Murphy,laurabishop@example.net,289-13-3729,001-831-423-4133x45275,"USS Hoffman, FPO AA 31182",25.16,wall,2022-10-05,Books,UPI,"Lake Markstad, Louisiana",Fast shipping,6,3.8,4,Apple
Lisa Johnson,estone@example.com,078-63-8499,(411)972-1263,"9479 Adams Ville, Clarkview, AK 18947",9463.98,series,2001-09-20,Home,Credit Card,"Lake Meganshire, Tennessee",Not satisfied,6,1.6,3,Nike
Katie Andrews,ycobb@example.com,774-73-8070,+1-822-836-4878x69339,"5485 Thomas Roads Apt. 313, New Jenna, IA 88060",9885.43,event,1970-05-30,Electronics,Debit Card,"Port Meghan, South Dakota",Fast shipping,8,3.8,2,Adidas
Patricia Ramirez,gonzalesryan@example.org,643-72-2916,(341)452-9337x06093,"716 Walters Dale, Mckayhaven, ME 28720",3483.38,crime,1981-10-28,Grocery,UPI,"New James, Rhode Island",Okay,6,3.6,1,Sony
Mary Stewart,yjackson@example.com,163-22-4608,642-748-3192x002,"51518 Peter Neck, Beltranport, WY 28616",8976.2,away,1983-11-05,Clothing,PayPal,"Lake Caseytown, Indiana",Not satisfied,4,1.4,5,LG
Catherine Weiss,terrenceedwards@example.org,638-89-8977,+1-520-818-4422x45732,"28723 Armstrong Flats, Gregoryshire, OK 83845",698.72,fear,1974-01-01,Toys,Debit Card,"Kempport, California",Fast shipping,5,1.2,2,Samsung
Barry Benitez,bsanchez@example.net,512-68-6946,(532)877-9104,"9095 Jason Mountain Apt. 615, Port Jason, MS 41103",152.76,what,1995-02-18,Home,PayPal,"Sheilastad, Montana",Will buy again,4,3.8,4,Samsung
Jon Wilson,anguyen@example.org,191-81-7846,+1-423-587-9804x776,"27541 Holmes Courts, East Daniel, TX 99120",5654.92,class,2012-07-23,Furniture,Debit Card,"Smithland, Colorado",Will buy again,2,3.1,1,Sony
Connor Allen,fromero@example.com,025-77-7054,855.898.3109,"46805 Mike Shore, West Michaelmouth, AS 13120",3765.35,college,1984-02-10,Home,Debit Card,"New Sheila, Kansas",Poor quality,6,2.4,2,Adidas
Bryan Fernandez,valerieglenn@example.org,174-06-5506,001-272-601-1425x35220,"194 George Harbors, Kaylaland, VA 31985",3689.76,customer,2018-06-18,Toys,UPI,"Lake Anthonybury, Illinois",Okay,1,1.3,4,Sony
William Hernandez,davidfaulkner@example.org,217-59-6871,9778708364,"9236 Sean Locks Apt. 240, Port Walterton, NJ 51685",8140.93,anything,2020-12-24,Home,Net Banking,"Lake Gabrielle, Florida",Okay,9,3.1,5,Ikea
Linda Green,tyler19@example.org,656-89-8594,971.636.0062x305,"97917 Amanda Club Apt. 445, West Lisa, WI 32157",1117.78,production,1989-04-04,Books,UPI,"South Sarahport, Wisconsin",Fast shipping,5,3.2,5,Nike
Johnathan Dominguez,jonathan87@example.org,643-32-4543,514-250-0682x0759,"4166 Carly Neck, West Adrian, SD 06222",5989.95,clear,2008-06-09,Books,Debit Card,"East Robert, Virginia",Okay,1,3.6,3,Samsung
Kristina Osborne,rodriguezamanda@example.com,696-26-3929,333.553.6354,"34800 Martin Fork Apt. 471, Jacquelineville, AR 71771",7955.84,general,1978-01-30,Furniture,Net Banking,"Barryfurt, Minnesota",Poor quality,1,4.0,2,Sony
Kimberly Anderson,parkerdesiree@example.net,350-65-7577,627-804-6575,"602 Tammy Spurs, South Angelahaven, MS 55439",2078.76,travel,2019-06-15,Home,PayPal,"New Josephville, Utah",Great service!,7,4.4,2,Ikea
Johnathan Turner,shawnpatton@example.net,482-72-8951,001-477-904-3405x9846,"99270 Beth Loaf Apt. 874, Port Chloeport, MD 80705",598.77,table,1973-08-17,Home,Net Banking,"Olsonfort, Maine",Not satisfied,2,2.6,1,Apple
Kimberly Maddox,rachel40@example.org,315-84-8282,465-896-8054x7627,"27123 Stevens Lane Suite 105, West Erinfort, NM 52113",5234.4,together,2005-05-11,Grocery,Debit Card,"West Michaela, Kansas",Okay,1,4.2,2,Ikea
Morgan Espinoza,paul39@example.com,429-77-2449,859.291.1070,"93099 Michael Pines, South Lisa, HI 32532",2346.36,also,2001-11-30,Home,Debit Card,"North Danielleview, Connecticut",Poor quality,3,3.6,2,LG
Matthew Wood,hatkins@example.com,841-49-0853,3377080040,"0955 Daniel Villages, South Rebecca, CA 82499",2991.54,hair,1999-01-14,Home,PayPal,"Codyville, Wisconsin",Will buy again,6,1.8,4,Adidas
Tiffany Wong,millerryan@example.net,607-95-1548,646-998-9799,"396 Kaitlyn Court Suite 113, Port John, MA 98754",835.61,fall,1997-02-03,Furniture,UPI,"Ashleystad, South Carolina",Great service!,4,2.8,4,Nike
Anthony Cruz,joshua30@example.com,521-10-3599,822-479-8057x310,"388 Omar Island Apt. 373, Charlestown, CA 71644",127.87,could,1987-12-02,Furniture,Cash,"West Kevin, New Hampshire",Okay,1,3.2,1,Apple
Whitney Thompson,christophercruz@example.org,756-25-3295,404.752.5309x75321,"882 Devin Islands Suite 585, Booneshire, FM 14198",2865.6,head,1998-06-29,Books,Cash,"New Joanmouth, Kansas",Will buy again,10,2.2,4,Samsung
Alan Burgess,lsmith@example.org,146-89-1119,357.285.4007,"6824 Wall Mountains Apt. 138, Wrighttown, MH 13986",6146.22,carry,1979-07-26,Home,Cash,"Johnsonton, Virginia",Poor quality,9,3.5,1,Ikea
Alicia Moon,donaldvilla@example.net,225-44-7772,658-257-5859x4724,"465 Anderson Valley, Clarkeport, AS 24375",7352.5,most,2022-05-10,Grocery,PayPal,"Jonesshire, Michigan",Poor quality,2,2.2,3,Nike
Andrea Underwood,jbriggs@example.org,814-88-2687,449.382.9441x409,"0132 Allen Wall, North Aaronborough, GU 70156",6383.39,these,1998-06-13,Grocery,Cash,"South Kennethberg, California",Fast shipping,4,1.2,2,Sony
Molly Huff,sanchezerika@example.com,728-58-7204,+1-783-393-6215x5660,"70044 Fisher Keys Apt. 235, Thompsonburgh, OH 76569",2125.15,never,1974-10-04,Grocery,UPI,"West Tina, Illinois",Will buy again,7,2.6,1,LG
Jeffrey Huber,aellis@example.net,114-03-1565,+1-412-417-2240x90060,"06785 Jeffery Mountains Suite 390, South Edwardfort, VI 83851",1132.18,within,1973-12-09,Books,Cash,"East James, Delaware",Will buy again,6,4.8,5,Samsung
Emily Holder,johnsonabigail@example.net,274-95-8649,+1-449-234-7458,"13298 Cohen Port, North Brianaburgh, SC 62218",7851.99,finish,2000-11-22,Grocery,Debit Card,"Washingtonbury, Delaware",Fast shipping,10,2.0,1,Samsung
Brandon Johnson,vanessa40@example.com,080-63-1518,4919211815,"7662 Tim Shore Apt. 684, Codyfurt, ME 77884",2135.67,play,1988-10-10,Home,Debit Card,"East Andrew, North Dakota",Poor quality,10,2.1,4,Samsung
Melissa Mueller,jameslewis@example.net,899-11-3267,476-558-4413x3490,"611 Jimenez Motorway, North Sophiaville, CT 93347",4390.41,amount,2000-01-29,Furniture,Credit Card,"New Brandychester, Pennsylvania",Fast shipping,4,4.3,4,LG
Tammy Nguyen,amydavila@example.org,722-63-8004,495-846-2302x45164,"6561 Alvarado Greens, New Davidfort, SC 72332",8128.2,similar,2004-09-07,Clothing,Net Banking,"New Caleb, New Hampshire",Will buy again,5,3.9,5,Samsung
Gregory Kelly,billythomas@example.com,709-03-5156,+1-623-411-6980x28367,"USNV Moore, FPO AP 98371",5149.79,factor,1974-06-14,Furniture,Debit Card,"Lake Keithside, North Dakota",Not satisfied,5,2.4,1,Sony
Karen Murillo,deannataylor@example.net,580-92-3101,279.851.6747,"USNS Jackson, FPO AE 75887",8575.66,memory,2010-02-13,Grocery,Net Banking,"Port Jacobmouth, Virginia",Great service!,5,3.9,2,Ikea
William Miller,sheritaylor@example.org,049-67-3868,001-762-436-0003,"799 Heather Groves Suite 819, Lisafurt, TN 61368",5910.77,result,2017-08-03,Electronics,Cash,"Petersonborough, Oregon",Great service!,4,4.2,3,Apple
Amanda Dunn,gabriellemorris@example.org,267-64-8090,759-275-1705x1003,"03676 White Fields, Leachmouth, UT 53988",6505.61,someone,1984-07-05,Grocery,Net Banking,"Abbottfort, Delaware",Great service!,5,2.9,3,LG
Jimmy Prince,garciagarrett@example.net,704-89-7321,754-890-6892x809,"4036 Benjamin Corners, Doughertyview, FM 72792",6766.92,protect,2020-01-09,Electronics,Debit Card,"East Katherine, Wyoming",Not satisfied,2,1.7,2,LG
Johnny Lopez,edward09@example.com,214-51-9707,446.639.2206,"095 Garcia Court Suite 859, Lake Carolyn, PR 83440",940.33,arrive,1997-02-26,Clothing,Credit Card,"New Martintown, Wisconsin",Great service!,4,2.9,4,LG
Scott White,julie43@example.org,840-33-6633,825-329-6853,"2955 Duncan Forges, Raymondland, OH 73148",1687.4,young,1991-02-24,Electronics,PayPal,"Juarezstad, Rhode Island",Great service!,9,3.1,1,Sony
Alyssa Smith,wdouglas@example.net,341-56-0210,690.596.7366,"06969 Robert Turnpike, Guzmanfurt, WI 75500",8027.49,add,1991-09-04,Grocery,Net Banking,"Kristinashire, Utah",Poor quality,10,3.5,3,Ikea
Jasmin Davenport,kelseyboone@example.com,231-49-0981,436.362.2555,"899 Paige Bridge Suite 452, West Kristieport, TX 15258",6197.89,loss,1993-11-16,Toys,Net Banking,"Bruceburgh, South Carolina",Not satisfied,8,2.2,2,Sony
Shawna Ward,christine72@example.net,401-51-5890,(696)751-4605,"Unit 3507 Box 3411, DPO AA 23321",5032.7,art,2008-12-23,Home,UPI,"North Zacharyland, Colorado",Poor quality,9,3.1,3,LG
Wendy Rodriguez,nroth@example.net,857-49-8283,001-268-698-3430x1651,"9911 Ruben Crescent, West Jenniferview, WV 71543",1971.24,ball,2023-10-20,Home,PayPal,"North Erikastad, South Carolina",Will buy again,10,3.7,3,Nike
Anna Hines,kathleen35@example.net,342-79-9828,(482)570-2472x7501,"571 Sutton Drive, Johnchester, WY 13035",7974.49,common,2014-05-08,Electronics,PayPal,"North Melissaborough, Maine",Poor quality,9,3.4,5,Apple
Matthew Humphrey,colleenevans@example.net,607-42-9956,(955)665-9853,"2779 Cynthia Keys, New Kathleenfort, PW 83726",9006.63,do,1983-11-26,Toys,Credit Card,"New Anthony, Pennsylvania",Fast shipping,1,1.8,1,Ikea
Peggy Garrett,ortegakirk@example.net,144-86-5096,(751)566-7946x7941,"052 Cheyenne Fall, Sarahview, NM 01034",674.56,life,2017-07-21,Toys,Credit Card,"Robertsport, Idaho",Will buy again,6,4.6,5,Nike
Lindsay Dalton,kgraves@example.net,511-78-4940,316.428.9244x68358,"1053 Mary Wells Apt. 744, Lake Jessica, DE 91113",1294.18,remain,1998-02-22,Electronics,Net Banking,"Stevefurt, Kansas",Not satisfied,1,1.6,2,Ikea
Brittany Vasquez,wyatttonya@example.net,232-95-9631,(585)564-4679x550,"USCGC Morales, FPO AA 33869",9558.95,identify,2024-04-20,Books,Cash,"South Lori, New York",Great service!,10,1.7,1,Adidas
David Warren,guerrerojustin@example.com,603-59-2309,459-713-0618x03796,"6387 Bentley Rapids, New Ellenmouth, MH 39124",7528.73,whose,1982-06-13,Toys,Net Banking,"Lake Ryanchester, North Carolina",Not satisfied,9,1.7,4,LG
Dr. Madeline Barajas,stephen84@example.org,725-48-6209,001-787-818-5394x2971,"Unit 9324 Box 9813, DPO AP 58388",5003.14,arm,1976-05-29,Books,Debit Card,"New Jennifershire, Georgia",Fast shipping,5,2.0,5,LG
Bradley Nelson,catherinebarr@example.com,240-47-4175,918.298.0945x001,"Unit 9268 Box 8480, DPO AP 20186",2575.14,live,2005-01-08,Grocery,Net Banking,"East Kendra, South Dakota",Great service!,1,3.2,2,Sony
Keith Marshall,kaylaperkins@example.org,424-59-1069,001-309-265-4621,"469 Anna Creek, East James, NC 60402",6896.95,process,1995-01-21,Books,PayPal,"Port Andrewbury, Florida",Will buy again,1,2.4,5,Samsung
Travis Sanchez,richardgreene@example.com,806-29-4865,(682)944-1478,"89915 Barber Keys Suite 863, East Samantha, OR 50463",8611.98,cover,2003-02-14,Furniture,UPI,"Deborahview, Mississippi",Poor quality,2,4.0,2,LG
Laura Wilson,steveadkins@example.net,873-74-1487,+1-822-748-6936x9872,"339 Lee Port, Sanchezport, RI 84367",5704.64,wide,2003-12-15,Toys,PayPal,"Harrismouth, Tennessee",Fast shipping,5,3.2,2,Samsung
Andrew Beard,sallybryan@example.net,116-70-2540,300.239.3112x12132,"0616 David Turnpike Suite 524, West Jamesshire, AZ 83193",4659.1,environment,1998-06-22,Electronics,Net Banking,"Tammychester, Hawaii",Okay,4,4.1,4,Sony
Renee Salas,laura75@example.org,476-97-9933,+1-802-618-7295x75965,"33757 Monique Manor Apt. 163, Lake Evelyn, IA 77806",2167.49,that,1990-01-26,Furniture,Debit Card,"Lake Gina, Kentucky",Fast shipping,7,4.4,5,Adidas
Erin Russell,vmedina@example.net,393-62-7782,309-847-7228,"618 Mason Greens, South Ellen, UT 09802",4059.35,time,1981-11-06,Clothing,Cash,"New Christinaland, Nebraska",Will buy again,3,4.1,3,Apple
Gloria Hart,tammyknight@example.org,337-89-9299,921-759-0990x563,"2234 Taylor Club, Andrewville, SD 77146",7634.96,his,2016-10-09,Grocery,Net Banking,"Virginiastad, Pennsylvania",Will buy again,6,2.2,4,Apple
Karen Weber,gonzalezbrandon@example.com,419-82-3898,8992408127,"2983 Brown Garden Apt. 277, Travisport, DC 42643",8385.48,use,1973-07-28,Furniture,Cash,"North Nicholasfurt, Minnesota",Not satisfied,1,1.5,2,Samsung
Frank Underwood,ewalker@example.net,470-53-4978,610-989-1600x9640,"4445 Weber Parkway, Brittanyhaven, WY 74858",2292.4,expert,2008-03-23,Clothing,UPI,"Christophermouth, Nebraska",Fast shipping,4,2.2,3,Ikea
Timothy Patterson,thompsonmelanie@example.net,728-70-5365,520-538-6937x68038,"08263 Edward Stream, North Jose, AL 04296",6385.72,case,2024-04-05,Furniture,PayPal,"South Davidmouth, New York",Will buy again,6,2.7,1,Sony
Daniel Williams,aaron73@example.org,313-98-3555,(234)488-1985x0597,"35025 Hardy Springs, Lake Thomasstad, NH 26530",8901.91,including,1988-07-03,Toys,PayPal,"West Jason, Rhode Island",Fast shipping,2,2.8,1,Sony
Michael Cunningham,michaelowens@example.org,785-54-0735,(480)529-5782x6859,"48162 Michael Oval, East William, OH 47579",9079.5,keep,1971-09-22,Clothing,Debit Card,"New Brandonfurt, Pennsylvania",Poor quality,8,4.8,3,LG
Matthew Smith,laura55@example.org,067-67-8041,826.973.3709x6206,"5699 Catherine Locks Apt. 245, Rodneyside, MH 46081",981.66,section,2006-11-05,Furniture,Net Banking,"Oliviahaven, Delaware",Great service!,7,2.5,2,LG
Samantha Hill,asolomon@example.com,184-41-0064,352-258-3698x848,"41045 Schmidt Junction, East Paulburgh, CA 04907",5811.43,before,1985-01-24,Toys,Debit Card,"North Matthewhaven, West Virginia",Not satisfied,1,3.4,1,Adidas
Miguel Bryant,pgraham@example.org,556-79-5543,461.975.6345,"31372 Hess Stream, New Mollyland, CO 12476",3414.71,offer,1990-06-01,Clothing,UPI,"Powellton, Oklahoma",Fast shipping,3,1.0,4,Apple
Robert Thomas,vbradford@example.com,424-67-2746,001-887-527-6624,"08370 Ritter Stravenue Apt. 914, North Joseport, IL 36114",3986.78,again,1987-07-03,Toys,Cash,"Phillipsburgh, Oregon",Will buy again,4,1.2,2,Ikea
Jennifer Scott,josephgreen@example.org,004-55-3375,(931)299-2191x3287,"487 Jessica Park Apt. 399, New Jeremy, CO 21013",7013.11,four,2020-01-06,Electronics,Cash,"East Justinland, Tennessee",Okay,5,4.4,2,LG
Robert Nguyen,gperez@example.org,586-84-1979,001-691-934-6059,"616 Terry Views, West William, TX 04354",1263.0,claim,1985-06-22,Home,Debit Card,"Jenniferhaven, New Mexico",Fast shipping,6,4.8,1,Ikea
Nicholas Taylor,jenniferdennis@example.org,885-14-4728,+1-249-270-3598,"1319 Nicholas Row, West Jenniferside, PW 08246",1824.49,usually,2015-01-25,Furniture,Debit Card,"West Curtismouth, Arkansas",Great service!,2,3.4,1,Samsung
